Number of Comparisons : 75760
Swiss , 0.0 , 0.0 , Cheddar , 0.12 , 0.3
Cheddar , 18.77 , 46.925 , Wensleydale , 8.85 , 0.0
Cheddar , 18.78 , 46.95 , Wensleydale , 3.62 , 0.0
Cheddar , 18.8 , 47.0 , Swiss , 33.12 , 0.0
Swiss , 4.95 , 47.025 , Wensleydale , 34.35 , 472.3125
Wensleydale , 3.42 , 47.025 , Wensleydale , 59.6 , 819.5
Cheddar , 18.83 , 47.074999999999996 , Wensleydale , 28.92 , 0.0
Cheddar , 18.84 , 47.1 , Swiss , 52.22 , 496.09
Cheddar , 18.84 , 47.1 , Wensleydale , 50.41 , 693.1374999999999
Swiss , 4.96 , 47.12 , Swiss , 72.86 , 0.0
Cheddar , 18.86 , 47.15 , Cheddar , 14.52 , 0.0
Cheddar , 18.87 , 47.175000000000004 , Wensleydale , 1.84 , 25.3
Cheddar , 18.87 , 47.175000000000004 , Wensleydale , 36.89 , 507.2375
Cheddar , 18.89 , 47.225 , Cheddar , 0.52 , 0.0
Wensleydale , 3.44 , 47.3 , Wensleydale , 52.95 , 0.0
Wensleydale , 3.44 , 47.3 , Wensleydale , 12.18 , 167.475
Cheddar , 18.97 , 47.425 , Wensleydale , 21.1 , 0.0
Cheddar , 18.98 , 47.45 , Wensleydale , 54.16 , 0.0
Swiss , 5.0 , 47.5 , Wensleydale , 24.74 , 0.0
Cheddar , 19.01 , 47.525000000000006 , Swiss , 4.11 , 39.045
Cheddar , 19.01 , 47.525000000000006 , Cheddar , 30.81 , 77.02499999999999
Cheddar , 19.01 , 47.525000000000006 , Cheddar , 35.09 , 87.72500000000001
Cheddar , 19.01 , 47.525000000000006 , Wensleydale , 22.42 , 308.27500000000003
Wensleydale , 3.46 , 47.575 , Swiss , 2.73 , 25.935
Cheddar , 19.03 , 47.575 , Swiss , 3.26 , 30.97
Wensleydale , 3.46 , 47.575 , Cheddar , 13.87 , 34.675
Wensleydale , 3.46 , 47.575 , Cheddar , 35.92 , 89.80000000000001
Swiss , 5.01 , 47.595 , Swiss , 27.94 , 0.0
Cheddar , 19.07 , 47.675 , Wensleydale , 74.48 , 0.0
Swiss , 5.02 , 47.69 , Swiss , 29.35 , 0.0
Cheddar , 19.08 , 47.699999999999996 , Wensleydale , 52.12 , 0.0
Wensleydale , 3.47 , 47.712500000000006 , Cheddar , 46.21 , 0.0
Cheddar , 19.11 , 47.775 , Swiss , 0.0 , 0.0
Cheddar , 19.11 , 47.775 , Cheddar , 18.17 , 45.425000000000004
Cheddar , 19.12 , 47.800000000000004 , Wensleydale , 14.18 , 194.975
Cheddar , 19.12 , 47.800000000000004 , Swiss , 34.23 , 325.18499999999995
Wensleydale , 3.48 , 47.85 , Cheddar , 70.86 , 177.15
Wensleydale , 3.48 , 47.85 , Swiss , 45.22 , 429.59
Wensleydale , 3.49 , 47.987500000000004 , Wensleydale , 0.94 , 12.924999999999999
Wensleydale , 3.49 , 47.987500000000004 , Wensleydale , 4.96 , 68.2
Cheddar , 19.2 , 48.0 , Cheddar , 11.85 , 0.0
Swiss , 5.06 , 48.06999999999999 , Cheddar , 0.01 , 0.0
Cheddar , 19.23 , 48.075 , Cheddar , 17.45 , 0.0
Wensleydale , 3.5 , 48.125 , Cheddar , 10.16 , 25.4
Wensleydale , 3.5 , 48.125 , Swiss , 5.11 , 48.545
Cheddar , 19.25 , 48.125 , Swiss , 42.8 , 406.59999999999997
Cheddar , 19.29 , 48.224999999999994 , Wensleydale , 30.26 , 0.0
Cheddar , 19.3 , 48.25 , Wensleydale , 54.18 , 0.0
Wensleydale , 3.51 , 48.262499999999996 , Swiss , 13.43 , 0.0
Cheddar , 19.34 , 48.35 , Swiss , 1.83 , 17.385
Cheddar , 19.34 , 48.35 , Wensleydale , 4.05 , 55.6875
Cheddar , 19.35 , 48.375 , Swiss , 12.83 , 121.885
Cheddar , 19.35 , 48.375 , Wensleydale , 10.97 , 150.8375
Cheddar , 19.36 , 48.4 , Cheddar , 13.5 , 33.75
Cheddar , 19.36 , 48.4 , Swiss , 21.4 , 203.29999999999998
Wensleydale , 3.52 , 48.4 , Swiss , 35.44 , 336.67999999999995
Wensleydale , 3.52 , 48.4 , Wensleydale , 43.38 , 596.475
Cheddar , 19.38 , 48.449999999999996 , Cheddar , 35.57 , 0.0
Cheddar , 19.39 , 48.475 , Wensleydale , 27.25 , 0.0
Cheddar , 19.4 , 48.5 , Cheddar , 52.55 , 0.0
Wensleydale , 3.53 , 48.537499999999994 , Swiss , 17.67 , 0.0
Cheddar , 19.43 , 48.575 , Wensleydale , 27.84 , 0.0
Cheddar , 19.44 , 48.6 , Cheddar , 52.9 , 0.0
Cheddar , 19.46 , 48.650000000000006 , Swiss , 1.51 , 14.345
Cheddar , 19.46 , 48.650000000000006 , Wensleydale , 4.67 , 64.2125
Wensleydale , 3.55 , 48.8125 , Swiss , 3.88 , 36.86
Wensleydale , 3.55 , 48.8125 , Cheddar , 65.97 , 164.925
Swiss , 5.14 , 48.83 , Swiss , 2.18 , 20.71
Swiss , 5.14 , 48.83 , Wensleydale , 38.67 , 531.7125
Cheddar , 19.57 , 48.925 , Swiss , 42.6 , 0.0
Cheddar , 19.57 , 48.925 , Wensleydale , 38.76 , 532.9499999999999
Swiss , 5.15 , 48.925000000000004 , Wensleydale , 22.72 , 0.0
Cheddar , 19.58 , 48.949999999999996 , Wensleydale , 50.12 , 0.0
Wensleydale , 3.56 , 48.95 , Cheddar , 2.25 , 5.625
Wensleydale , 3.56 , 48.95 , Swiss , 23.81 , 226.195
Swiss , 5.16 , 49.02 , Wensleydale , 0.73 , 10.0375
Swiss , 5.16 , 49.02 , Cheddar , 35.47 , 88.675
Cheddar , 19.61 , 49.025 , Cheddar , 60.97 , 0.0
Wensleydale , 3.57 , 49.0875 , Swiss , 1.03 , 9.785
Wensleydale , 3.57 , 49.0875 , Wensleydale , 19.59 , 269.3625
Swiss , 5.17 , 49.115 , Wensleydale , 28.57 , 0.0
Cheddar , 19.65 , 49.125 , Wensleydale , 29.83 , 0.0
Cheddar , 19.66 , 49.15 , Swiss , 54.64 , 0.0
Cheddar , 19.67 , 49.175000000000004 , Cheddar , 18.09 , 0.0
Cheddar , 19.68 , 49.2 , Swiss , 50.2 , 0.0
Cheddar , 19.69 , 49.225 , Cheddar , 2.71 , 6.775
Wensleydale , 3.58 , 49.225 , Cheddar , 31.68 , 79.2
Wensleydale , 3.58 , 49.225 , Swiss , 19.43 , 184.585
Cheddar , 19.7 , 49.25 , Wensleydale , 38.62 , 0.0
Cheddar , 19.7 , 49.25 , Wensleydale , 42.53 , 584.7875
Cheddar , 19.72 , 49.3 , Wensleydale , 73.73 , 0.0
Wensleydale , 3.59 , 49.3625 , Swiss , 0.0 , 0.0
Wensleydale , 3.59 , 49.3625 , Swiss , 6.97 , 66.215
Wensleydale , 3.59 , 49.3625 , Cheddar , 41.92 , 104.80000000000001
Wensleydale , 3.59 , 49.3625 , Swiss , 26.51 , 251.84500000000003
Swiss , 5.2 , 49.4 , Cheddar , 21.53 , 53.825
Swiss , 5.2 , 49.4 , Swiss , 81.23 , 771.6850000000001
Cheddar , 19.78 , 49.45 , Cheddar , 22.27 , 55.675
Cheddar , 19.78 , 49.45 , Cheddar , 32.52 , 81.30000000000001
Cheddar , 19.81 , 49.525 , Cheddar , 1.25 , 3.125
Cheddar , 19.81 , 49.525 , Cheddar , 31.0 , 77.5
Swiss , 5.22 , 49.589999999999996 , Wensleydale , 16.56 , 0.0
Wensleydale , 3.61 , 49.637499999999996 , Cheddar , 0.0 , 0.0
Cheddar , 19.87 , 49.675000000000004 , Wensleydale , 0.0 , 0.0
Cheddar , 19.87 , 49.675000000000004 , Cheddar , 83.68 , 209.20000000000002
Swiss , 5.23 , 49.685 , Cheddar , 8.41 , 0.0
Cheddar , 19.9 , 49.75 , Cheddar , 41.33 , 103.32499999999999
Cheddar , 19.9 , 49.75 , Swiss , 54.41 , 516.895
Cheddar , 19.92 , 49.800000000000004 , Cheddar , 26.62 , 0.0
Cheddar , 19.95 , 49.875 , Wensleydale , 24.08 , 331.09999999999997
Cheddar , 19.95 , 49.875 , Swiss , 41.26 , 391.96999999999997
Swiss , 5.26 , 49.97 , Cheddar , 4.93 , 0.0
Cheddar , 20.02 , 50.05 , Cheddar , 50.52 , 0.0
Wensleydale , 3.64 , 50.050000000000004 , Cheddar , 32.52 , 0.0
Cheddar , 20.04 , 50.099999999999994 , Cheddar , 13.6 , 34.0
Cheddar , 20.04 , 50.099999999999994 , Cheddar , 52.9 , 132.25
Cheddar , 20.06 , 50.15 , Wensleydale , 18.98 , 0.0
Swiss , 5.28 , 50.160000000000004 , Cheddar , 23.66 , 0.0
Cheddar , 20.07 , 50.175 , Swiss , 73.94 , 0.0
Cheddar , 20.1 , 50.25 , Wensleydale , 26.71 , 0.0
Swiss , 5.29 , 50.255 , Wensleydale , 34.72 , 0.0
Swiss , 5.31 , 50.44499999999999 , Cheddar , 9.46 , 23.650000000000002
Swiss , 5.31 , 50.44499999999999 , Wensleydale , 18.12 , 249.15
Cheddar , 20.18 , 50.45 , Cheddar , 4.56 , 0.0
Cheddar , 20.19 , 50.475 , Wensleydale , 6.96 , 0.0
Cheddar , 20.2 , 50.5 , Swiss , 9.64 , 0.0
Cheddar , 20.23 , 50.575 , Swiss , 0.0 , 0.0
Cheddar , 20.24 , 50.599999999999994 , Swiss , 16.6 , 0.0
Cheddar , 20.24 , 50.599999999999994 , Wensleydale , 17.63 , 242.4125
Cheddar , 20.25 , 50.625 , Cheddar , 9.99 , 24.975
Cheddar , 20.25 , 50.625 , Cheddar , 11.7 , 29.25
Cheddar , 20.25 , 50.625 , Swiss , 24.91 , 236.645
Swiss , 5.33 , 50.635 , Swiss , 1.18 , 11.209999999999999
Swiss , 5.33 , 50.635 , Wensleydale , 5.13 , 70.5375
Swiss , 5.33 , 50.635 , Wensleydale , 51.69 , 710.7375
Cheddar , 20.27 , 50.675 , Wensleydale , 2.12 , 0.0
Swiss , 5.34 , 50.73 , Wensleydale , 1.3 , 17.875
Swiss , 5.34 , 50.73 , Swiss , 6.36 , 60.42
Swiss , 5.34 , 50.73 , Wensleydale , 24.07 , 330.9625
Swiss , 5.34 , 50.73 , Wensleydale , 29.62 , 407.27500000000003
Cheddar , 20.31 , 50.775 , Swiss , 1.93 , 0.0
Cheddar , 20.32 , 50.8 , Cheddar , 64.44 , 161.1
Cheddar , 20.32 , 50.8 , Swiss , 67.04 , 636.8800000000001
Wensleydale , 3.7 , 50.875 , Wensleydale , 20.37 , 280.08750000000003
Wensleydale , 3.7 , 50.875 , Swiss , 30.95 , 294.025
Swiss , 5.36 , 50.92 , Wensleydale , 5.73 , 78.78750000000001
Swiss , 5.36 , 50.92 , Wensleydale , 22.0 , 302.5
Wensleydale , 3.71 , 51.0125 , Swiss , 5.73 , 54.435
Wensleydale , 3.71 , 51.0125 , Swiss , 13.58 , 129.01
Wensleydale , 3.71 , 51.0125 , Cheddar , 87.35 , 218.375
Swiss , 5.37 , 51.015 , Cheddar , 45.93 , 0.0
Swiss , 5.38 , 51.11 , Wensleydale , 35.62 , 0.0
Wensleydale , 3.72 , 51.150000000000006 , Wensleydale , 21.86 , 0.0
Swiss , 5.39 , 51.205 , Swiss , 0.98 , 0.0
Wensleydale , 3.73 , 51.2875 , Swiss , 3.75 , 35.625
Wensleydale , 3.73 , 51.2875 , Wensleydale , 14.94 , 205.42499999999998
Cheddar , 20.52 , 51.3 , Swiss , 71.47 , 0.0
Swiss , 5.4 , 51.300000000000004 , Cheddar , 0.49 , 1.225
Swiss , 5.4 , 51.300000000000004 , Wensleydale , 10.05 , 138.1875
Swiss , 5.41 , 51.395 , Wensleydale , 62.4 , 0.0
Cheddar , 20.57 , 51.425 , Cheddar , 32.94 , 0.0
Wensleydale , 3.74 , 51.425000000000004 , Cheddar , 20.36 , 0.0
Cheddar , 20.58 , 51.449999999999996 , Wensleydale , 8.19 , 112.6125
Cheddar , 20.58 , 51.449999999999996 , Swiss , 20.8 , 197.6
Cheddar , 20.58 , 51.449999999999996 , Swiss , 34.76 , 330.21999999999997
Cheddar , 20.59 , 51.475 , Cheddar , 2.75 , 0.0
Swiss , 5.42 , 51.49 , Wensleydale , 11.35 , 0.0
Wensleydale , 3.75 , 51.5625 , Swiss , 8.13 , 0.0
Swiss , 5.43 , 51.584999999999994 , Wensleydale , 15.82 , 0.0
Cheddar , 20.66 , 51.65 , Wensleydale , 0.83 , 11.4125
Cheddar , 20.66 , 51.65 , Wensleydale , 21.68 , 298.1
Swiss , 5.44 , 51.68000000000001 , Swiss , 32.76 , 0.0
Cheddar , 20.68 , 51.7 , Cheddar , 7.7 , 19.25
Cheddar , 20.68 , 51.7 , Swiss , 49.07 , 466.165
Cheddar , 20.69 , 51.725 , Swiss , 4.63 , 0.0
Cheddar , 20.7 , 51.75 , Cheddar , 2.95 , 0.0
Swiss , 5.45 , 51.775 , Wensleydale , 4.37 , 0.0
Cheddar , 20.71 , 51.775000000000006 , Cheddar , 27.42 , 0.0
Cheddar , 20.74 , 51.849999999999994 , Swiss , 6.55 , 0.0
Swiss , 5.46 , 51.87 , Swiss , 1.47 , 13.965
Swiss , 5.46 , 51.87 , Cheddar , 9.78 , 24.45
Swiss , 5.46 , 51.87 , Cheddar , 20.55 , 51.375
Cheddar , 20.76 , 51.900000000000006 , Swiss , 62.61 , 0.0
Cheddar , 20.78 , 51.95 , Swiss , 0.32 , 0.0
Swiss , 5.47 , 51.964999999999996 , Cheddar , 0.17 , 0.42500000000000004
Swiss , 5.47 , 51.964999999999996 , Swiss , 3.8 , 36.1
Wensleydale , 3.78 , 51.974999999999994 , Cheddar , 32.9 , 0.0
Cheddar , 20.81 , 52.025 , Swiss , 0.5 , 0.0
Swiss , 5.48 , 52.06 , Cheddar , 29.79 , 0.0
Wensleydale , 3.79 , 52.1125 , Swiss , 20.12 , 191.14000000000001
Wensleydale , 3.79 , 52.1125 , Wensleydale , 24.91 , 342.5125
Swiss , 5.5 , 52.25 , Cheddar , 0.38 , 0.95
Wensleydale , 3.8 , 52.25 , Cheddar , 1.6 , 4.0
Swiss , 5.5 , 52.25 , Cheddar , 5.81 , 14.524999999999999
Wensleydale , 3.8 , 52.25 , Cheddar , 70.77 , 176.92499999999998
Swiss , 5.5 , 52.25 , Swiss , 56.93 , 540.835
Cheddar , 20.93 , 52.325 , Cheddar , 31.22 , 78.05
Cheddar , 20.93 , 52.325 , Cheddar , 73.07 , 182.67499999999998
Cheddar , 20.94 , 52.35 , Wensleydale , 13.09 , 0.0
Wensleydale , 3.81 , 52.3875 , Swiss , 0.51 , 0.0
Cheddar , 20.97 , 52.425 , Wensleydale , 6.53 , 0.0
Wensleydale , 3.82 , 52.525 , Wensleydale , 0.46 , 6.325
Wensleydale , 3.82 , 52.525 , Wensleydale , 22.31 , 306.7625
Cheddar , 21.03 , 52.575 , Wensleydale , 0.66 , 9.075000000000001
Cheddar , 21.03 , 52.575 , Cheddar , 94.98 , 237.45000000000002
Cheddar , 21.04 , 52.599999999999994 , Cheddar , 3.59 , 0.0
Swiss , 5.54 , 52.63 , Wensleydale , 94.52 , 0.0
Wensleydale , 3.83 , 52.6625 , Cheddar , 26.93 , 67.325
Wensleydale , 3.83 , 52.6625 , Wensleydale , 68.3 , 939.125
Cheddar , 21.07 , 52.675 , Swiss , 4.03 , 0.0
Cheddar , 21.08 , 52.699999999999996 , Swiss , 1.29 , 0.0
Swiss , 5.55 , 52.725 , Cheddar , 8.89 , 22.225
Swiss , 5.55 , 52.725 , Cheddar , 15.39 , 38.475
Wensleydale , 3.84 , 52.8 , Cheddar , 34.67 , 86.67500000000001
Wensleydale , 3.84 , 52.8 , Wensleydale , 46.27 , 636.2125000000001
Swiss , 5.56 , 52.81999999999999 , Wensleydale , 69.47 , 0.0
Cheddar , 21.13 , 52.824999999999996 , Swiss , 36.14 , 0.0
Swiss , 5.57 , 52.915000000000006 , Cheddar , 26.58 , 66.44999999999999
Swiss , 5.57 , 52.915000000000006 , Wensleydale , 51.74 , 711.4250000000001
Wensleydale , 3.85 , 52.9375 , Swiss , 35.11 , 0.0
Cheddar , 21.18 , 52.95 , Cheddar , 7.29 , 0.0
Cheddar , 21.19 , 52.975 , Wensleydale , 8.73 , 0.0
Cheddar , 21.22 , 53.05 , Cheddar , 0.96 , 2.4
Cheddar , 21.22 , 53.05 , Wensleydale , 8.26 , 113.575
Cheddar , 21.24 , 53.099999999999994 , Wensleydale , 9.63 , 0.0
Swiss , 5.59 , 53.105 , Swiss , 28.43 , 0.0
Cheddar , 21.25 , 53.125 , Wensleydale , 58.34 , 0.0
Swiss , 5.6 , 53.199999999999996 , Swiss , 12.41 , 117.895
Swiss , 5.6 , 53.199999999999996 , Wensleydale , 27.95 , 384.3125
Wensleydale , 3.87 , 53.2125 , Cheddar , 37.8 , 94.5
Wensleydale , 3.87 , 53.2125 , Cheddar , 38.69 , 96.725
Wensleydale , 3.87 , 53.2125 , Wensleydale , 72.19 , 992.6125
Cheddar , 21.33 , 53.324999999999996 , Wensleydale , 35.23 , 0.0
Cheddar , 21.34 , 53.35 , Swiss , 20.53 , 0.0
Cheddar , 21.38 , 53.449999999999996 , Cheddar , 29.7 , 0.0
Swiss , 5.63 , 53.485 , Cheddar , 15.88 , 39.7
Swiss , 5.63 , 53.485 , Cheddar , 66.32 , 165.79999999999998
Wensleydale , 3.89 , 53.487500000000004 , Swiss , 11.51 , 0.0
Cheddar , 21.4 , 53.5 , Wensleydale , 59.02 , 0.0
Cheddar , 21.43 , 53.575 , Wensleydale , 0.87 , 0.0
Swiss , 5.64 , 53.58 , Wensleydale , 15.21 , 0.0
Swiss , 5.65 , 53.675000000000004 , Cheddar , 8.4 , 0.0
Swiss , 5.65 , 53.675000000000004 , Wensleydale , 6.84 , 94.05
Wensleydale , 3.91 , 53.7625 , Swiss , 28.1 , 0.0
Swiss , 5.66 , 53.77 , Wensleydale , 32.19 , 0.0
Cheddar , 21.51 , 53.775000000000006 , Cheddar , 0.88 , 0.0
Cheddar , 21.52 , 53.8 , Wensleydale , 2.01 , 0.0
Cheddar , 21.55 , 53.875 , Swiss , 23.6 , 0.0
Cheddar , 21.56 , 53.9 , Wensleydale , 11.79 , 0.0
Swiss , 5.68 , 53.959999999999994 , Cheddar , 34.89 , 0.0
Swiss , 5.68 , 53.959999999999994 , Cheddar , 0.05 , 0.125
Wensleydale , 3.93 , 54.0375 , Wensleydale , 27.95 , 0.0
Swiss , 5.69 , 54.05500000000001 , Swiss , 0.26 , 0.0
Cheddar , 21.64 , 54.1 , Swiss , 35.44 , 0.0
Swiss , 5.7 , 54.15 , Wensleydale , 0.38 , 5.225
Swiss , 5.7 , 54.15 , Cheddar , 20.25 , 50.625
Swiss , 5.7 , 54.15 , Swiss , 8.3 , 78.85000000000001
Swiss , 5.7 , 54.15 , Swiss , 36.11 , 343.045
Cheddar , 21.69 , 54.225 , Cheddar , 42.32 , 0.0
Swiss , 5.71 , 54.245 , Swiss , 63.3 , 601.35
Swiss , 5.71 , 54.245 , Wensleydale , 46.0 , 632.5
Cheddar , 21.7 , 54.25 , Cheddar , 0.3 , 0.0
Cheddar , 21.73 , 54.325 , Swiss , 62.22 , 591.09
Cheddar , 21.73 , 54.325 , Wensleydale , 58.22 , 800.525
Swiss , 5.72 , 54.339999999999996 , Wensleydale , 39.46 , 0.0
Swiss , 5.72 , 54.339999999999996 , Swiss , 13.97 , 132.715
Cheddar , 21.74 , 54.349999999999994 , Cheddar , 33.07 , 0.0
Cheddar , 21.75 , 54.375 , Cheddar , 3.62 , 0.0
Cheddar , 21.76 , 54.400000000000006 , Wensleydale , 6.21 , 85.3875
Cheddar , 21.76 , 54.400000000000006 , Cheddar , 36.41 , 91.02499999999999
Swiss , 5.73 , 54.435 , Cheddar , 64.47 , 0.0
Wensleydale , 3.96 , 54.45 , Cheddar , 2.35 , 0.0
Cheddar , 21.82 , 54.55 , Swiss , 15.25 , 0.0
Cheddar , 21.83 , 54.574999999999996 , Swiss , 8.92 , 0.0
Wensleydale , 3.97 , 54.587500000000006 , Wensleydale , 53.3 , 0.0
Cheddar , 21.87 , 54.675000000000004 , Wensleydale , 15.31 , 210.51250000000002
Cheddar , 21.87 , 54.675000000000004 , Swiss , 70.92 , 673.74
Cheddar , 21.88 , 54.699999999999996 , Cheddar , 20.77 , 0.0
Wensleydale , 3.98 , 54.725 , Cheddar , 6.79 , 16.975
Wensleydale , 3.98 , 54.725 , Swiss , 7.5 , 71.25
Cheddar , 21.9 , 54.75 , Swiss , 7.5 , 0.0
Swiss , 5.77 , 54.815 , Cheddar , 6.25 , 15.625
Swiss , 5.77 , 54.815 , Swiss , 16.67 , 158.365
Cheddar , 21.94 , 54.85 , Cheddar , 67.95 , 0.0
Cheddar , 21.99 , 54.974999999999994 , Cheddar , 4.03 , 0.0
Cheddar , 22.0 , 55.0 , Cheddar , 22.3 , 55.75
Wensleydale , 4.0 , 55.0 , Swiss , 8.61 , 81.79499999999999
Wensleydale , 4.0 , 55.0 , Cheddar , 41.98 , 104.94999999999999
Cheddar , 22.0 , 55.0 , Swiss , 12.01 , 114.095
Wensleydale , 4.0 , 55.0 , Swiss , 23.79 , 226.005
Swiss , 5.79 , 55.005 , Swiss , 32.31 , 306.94500000000005
Swiss , 5.79 , 55.005 , Swiss , 42.5 , 403.75
Cheddar , 22.03 , 55.075 , Swiss , 1.79 , 0.0
Cheddar , 22.04 , 55.099999999999994 , Wensleydale , 26.11 , 0.0
Swiss , 5.8 , 55.1 , Wensleydale , 32.16 , 0.0
Wensleydale , 4.01 , 55.137499999999996 , Wensleydale , 8.82 , 0.0
Cheddar , 22.07 , 55.175 , Cheddar , 54.59 , 136.47500000000002
Cheddar , 22.07 , 55.175 , Swiss , 48.66 , 462.27
Swiss , 5.81 , 55.19499999999999 , Cheddar , 4.18 , 0.0
Cheddar , 22.09 , 55.225 , Cheddar , 6.82 , 0.0
Cheddar , 22.1 , 55.25 , Cheddar , 0.0 , 0.0
Cheddar , 22.1 , 55.25 , Wensleydale , 58.74 , 807.6750000000001
Wensleydale , 4.02 , 55.27499999999999 , Cheddar , 37.19 , 92.975
Wensleydale , 4.02 , 55.27499999999999 , Wensleydale , 10.3 , 141.625
Swiss , 5.82 , 55.290000000000006 , Swiss , 18.67 , 177.365
Swiss , 5.82 , 55.290000000000006 , Swiss , 22.57 , 214.415
Swiss , 5.82 , 55.290000000000006 , Wensleydale , 28.63 , 393.66249999999997
Cheddar , 22.12 , 55.300000000000004 , Swiss , 2.25 , 0.0
Swiss , 5.83 , 55.385 , Cheddar , 23.02 , 57.55
Swiss , 5.83 , 55.385 , Swiss , 79.02 , 750.6899999999999
Wensleydale , 4.03 , 55.4125 , Cheddar , 59.7 , 0.0
Cheddar , 22.19 , 55.475 , Cheddar , 70.74 , 0.0
Swiss , 5.84 , 55.48 , Swiss , 3.11 , 0.0
Cheddar , 22.22 , 55.55 , Cheddar , 4.61 , 11.525
Wensleydale , 4.04 , 55.55 , Cheddar , 5.81 , 14.524999999999999
Swiss , 5.85 , 55.574999999999996 , Wensleydale , 1.43 , 0.0
Cheddar , 22.23 , 55.575 , Cheddar , 4.75 , 11.875
Cheddar , 22.23 , 55.575 , Wensleydale , 18.69 , 256.9875
Cheddar , 22.23 , 55.575 , Swiss , 31.94 , 303.43
Cheddar , 22.24 , 55.599999999999994 , Cheddar , 15.96 , 0.0
Swiss , 5.86 , 55.67 , Cheddar , 51.11 , 0.0
Cheddar , 22.27 , 55.675 , Swiss , 5.41 , 0.0
Cheddar , 22.29 , 55.724999999999994 , Cheddar , 25.62 , 0.0
Cheddar , 22.3 , 55.75 , Wensleydale , 6.7 , 0.0
Wensleydale , 4.06 , 55.824999999999996 , Swiss , 0.46 , 4.37
Cheddar , 22.33 , 55.824999999999996 , Wensleydale , 69.22 , 951.775
Cheddar , 22.34 , 55.85 , Swiss , 40.26 , 0.0
Swiss , 5.88 , 55.86 , Swiss , 25.77 , 0.0
Cheddar , 22.35 , 55.875 , Cheddar , 6.84 , 17.1
Cheddar , 22.35 , 55.875 , Cheddar , 12.51 , 31.275
Cheddar , 22.35 , 55.875 , Cheddar , 44.69 , 111.725
Cheddar , 22.37 , 55.925000000000004 , Cheddar , 0.09 , 0.0
Cheddar , 22.38 , 55.949999999999996 , Wensleydale , 5.04 , 0.0
Swiss , 5.89 , 55.955 , Cheddar , 0.72 , 0.0
Wensleydale , 4.07 , 55.962500000000006 , Swiss , 38.65 , 367.175
Wensleydale , 4.07 , 55.962500000000006 , Swiss , 79.9 , 759.0500000000001
Cheddar , 22.42 , 56.050000000000004 , Swiss , 53.77 , 0.0
Cheddar , 22.43 , 56.075 , Cheddar , 37.94 , 0.0
Wensleydale , 4.08 , 56.1 , Swiss , 28.31 , 0.0
Swiss , 5.91 , 56.145 , Cheddar , 15.0 , 0.0
Cheddar , 22.48 , 56.2 , Cheddar , 21.15 , 52.875
Cheddar , 22.48 , 56.2 , Cheddar , 30.32 , 75.8
Wensleydale , 4.09 , 56.2375 , Cheddar , 52.6 , 131.5
Wensleydale , 4.09 , 56.2375 , Wensleydale , 53.22 , 731.775
Cheddar , 22.51 , 56.275000000000006 , Wensleydale , 9.78 , 0.0
Cheddar , 22.51 , 56.275000000000006 , Cheddar , 13.5 , 33.75
Cheddar , 22.52 , 56.3 , Cheddar , 8.49 , 21.225
Cheddar , 22.52 , 56.3 , Cheddar , 14.21 , 35.525000000000006
Cheddar , 22.53 , 56.325 , Cheddar , 19.34 , 0.0
Swiss , 5.93 , 56.334999999999994 , Swiss , 0.91 , 0.0
Cheddar , 22.57 , 56.425 , Swiss , 0.4 , 0.0
Cheddar , 22.58 , 56.449999999999996 , Cheddar , 34.75 , 0.0
Cheddar , 22.59 , 56.475 , Swiss , 28.37 , 0.0
Cheddar , 22.6 , 56.5 , Swiss , 16.45 , 0.0
Wensleydale , 4.11 , 56.5125 , Cheddar , 16.26 , 40.650000000000006
Wensleydale , 4.11 , 56.5125 , Swiss , 18.05 , 171.475
Cheddar , 22.61 , 56.525 , Swiss , 17.99 , 0.0
Swiss , 5.96 , 56.62 , Cheddar , 17.28 , 43.2
Swiss , 5.96 , 56.62 , Wensleydale , 10.36 , 142.45
Swiss , 5.96 , 56.62 , Wensleydale , 10.82 , 148.775
Wensleydale , 4.12 , 56.65 , Wensleydale , 2.41 , 0.0
Cheddar , 22.68 , 56.7 , Swiss , 30.47 , 0.0
Cheddar , 22.69 , 56.725 , Swiss , 0.19 , 0.0
Wensleydale , 4.13 , 56.7875 , Cheddar , 33.46 , 83.65
Wensleydale , 4.13 , 56.7875 , Cheddar , 44.39 , 110.975
Wensleydale , 4.13 , 56.7875 , Wensleydale , 25.71 , 353.5125
Cheddar , 22.75 , 56.875 , Cheddar , 18.53 , 46.325
Cheddar , 22.75 , 56.875 , Swiss , 50.79 , 482.505
Swiss , 5.99 , 56.905 , Swiss , 6.5 , 61.75
Swiss , 5.99 , 56.905 , Wensleydale , 16.61 , 228.3875
Cheddar , 22.77 , 56.925 , Wensleydale , 0.63 , 8.6625
Wensleydale , 4.14 , 56.925 , Swiss , 23.82 , 226.29
Cheddar , 22.77 , 56.925 , Swiss , 75.51 , 717.345
Cheddar , 22.79 , 56.974999999999994 , Swiss , 84.51 , 0.0
Cheddar , 22.8 , 57.0 , Swiss , 0.0 , 0.0
Swiss , 6.0 , 57.0 , Swiss , 1.22 , 11.59
Cheddar , 22.8 , 57.0 , Wensleydale , 34.3 , 471.62499999999994
Cheddar , 22.8 , 57.0 , Wensleydale , 4.29 , 58.9875
Cheddar , 22.81 , 57.025 , Wensleydale , 36.49 , 0.0
Wensleydale , 4.15 , 57.06250000000001 , Swiss , 7.67 , 72.865
