Number of Comparisons : 242991
Swiss , 0.0 , 0.0 , Cheddar , 2.19 , 5.475
Swiss , 7.22 , 68.59 , Wensleydale , 15.78 , 0.0
Swiss , 7.24 , 68.78 , Wensleydale , 0.5 , 0.0
Wensleydale , 5.01 , 68.8875 , Cheddar , 31.26 , 0.0
Cheddar , 28.27 , 70.675 , Wensleydale , 4.92 , 0.0
Wensleydale , 5.17 , 71.0875 , Wensleydale , 26.98 , 0.0
Cheddar , 28.67 , 71.67500000000001 , Wensleydale , 31.71 , 0.0
Swiss , 7.59 , 72.105 , Wensleydale , 46.52 , 0.0
Cheddar , 29.33 , 73.32499999999999 , Cheddar , 1.2 , 0.0
Cheddar , 29.77 , 74.425 , Swiss , 0.15 , 1.425
Cheddar , 29.77 , 74.425 , Wensleydale , 57.85 , 795.4375
Wensleydale , 5.43 , 74.6625 , Cheddar , 3.79 , 0.0
Wensleydale , 5.46 , 75.075 , Wensleydale , 0.56 , 0.0
Cheddar , 30.16 , 75.4 , Cheddar , 10.81 , 0.0
Cheddar , 30.18 , 75.45 , Cheddar , 33.88 , 0.0
Cheddar , 30.26 , 75.65 , Cheddar , 19.89 , 0.0
Wensleydale , 5.51 , 75.7625 , Cheddar , 24.06 , 0.0
Cheddar , 30.41 , 76.025 , Swiss , 16.91 , 0.0
Cheddar , 30.57 , 76.425 , Cheddar , 1.45 , 0.0
Swiss , 8.05 , 76.47500000000001 , Cheddar , 20.01 , 0.0
Swiss , 8.08 , 76.76 , Cheddar , 32.39 , 0.0
Wensleydale , 5.65 , 77.6875 , Cheddar , 11.97 , 0.0
Cheddar , 31.18 , 77.95 , Cheddar , 84.88 , 0.0
Wensleydale , 5.67 , 77.9625 , Wensleydale , 21.42 , 0.0
Cheddar , 31.19 , 77.97500000000001 , Cheddar , 9.36 , 0.0
Cheddar , 31.2 , 78.0 , Swiss , 0.14 , 0.0
Swiss , 8.23 , 78.185 , Cheddar , 18.98 , 0.0
Cheddar , 31.39 , 78.475 , Swiss , 42.17 , 0.0
Swiss , 8.28 , 78.66 , Wensleydale , 33.71 , 0.0
Wensleydale , 5.78 , 79.47500000000001 , Cheddar , 39.09 , 0.0
Cheddar , 31.81 , 79.52499999999999 , Cheddar , 26.96 , 0.0
Swiss , 8.56 , 81.32000000000001 , Wensleydale , 22.13 , 0.0
Cheddar , 33.09 , 82.72500000000001 , Wensleydale , 37.6 , 0.0
Swiss , 8.75 , 83.125 , Wensleydale , 80.21 , 0.0
Cheddar , 33.29 , 83.225 , Wensleydale , 18.77 , 0.0
Cheddar , 33.39 , 83.475 , Wensleydale , 12.78 , 0.0
Swiss , 8.87 , 84.26499999999999 , Swiss , 1.91 , 0.0
Wensleydale , 6.16 , 84.7 , Cheddar , 34.36 , 85.9
Wensleydale , 6.16 , 84.7 , Wensleydale , 48.92 , 672.65
Wensleydale , 6.2 , 85.25 , Cheddar , 29.9 , 0.0
Cheddar , 34.12 , 85.3 , Cheddar , 0.28 , 0.7000000000000001
Cheddar , 34.12 , 85.3 , Cheddar , 6.78 , 16.95
Cheddar , 34.22 , 85.55 , Swiss , 15.97 , 0.0
Wensleydale , 6.28 , 86.35000000000001 , Cheddar , 20.76 , 0.0
Swiss , 9.15 , 86.925 , Swiss , 8.72 , 0.0
Cheddar , 34.89 , 87.225 , Swiss , 25.49 , 0.0
Wensleydale , 6.36 , 87.45 , Swiss , 11.92 , 0.0
Swiss , 9.25 , 87.875 , Swiss , 20.08 , 0.0
Cheddar , 35.18 , 87.95 , Swiss , 37.44 , 0.0
Swiss , 9.27 , 88.065 , Swiss , 16.58 , 0.0
Wensleydale , 6.46 , 88.825 , Wensleydale , 3.92 , 53.9
Swiss , 9.35 , 88.825 , Wensleydale , 16.28 , 223.85000000000002
Wensleydale , 6.49 , 89.2375 , Swiss , 21.39 , 0.0
Cheddar , 36.09 , 90.22500000000001 , Cheddar , 16.64 , 0.0
Wensleydale , 6.62 , 91.025 , Swiss , 9.98 , 0.0
Wensleydale , 6.63 , 91.1625 , Swiss , 2.24 , 0.0
Cheddar , 36.6 , 91.5 , Wensleydale , 0.73 , 0.0
Cheddar , 36.79 , 91.975 , Wensleydale , 39.1 , 0.0
Swiss , 9.69 , 92.05499999999999 , Swiss , 32.41 , 0.0
Cheddar , 36.95 , 92.375 , Cheddar , 1.14 , 0.0
Wensleydale , 6.79 , 93.3625 , Wensleydale , 9.4 , 0.0
Wensleydale , 6.8 , 93.5 , Cheddar , 6.54 , 0.0
Swiss , 9.87 , 93.76499999999999 , Wensleydale , 60.87 , 0.0
Cheddar , 37.59 , 93.97500000000001 , Cheddar , 31.74 , 0.0
Wensleydale , 6.85 , 94.1875 , Wensleydale , 2.88 , 0.0
Wensleydale , 6.88 , 94.6 , Wensleydale , 8.94 , 0.0
Swiss , 10.01 , 95.095 , Swiss , 73.52 , 0.0
Cheddar , 38.11 , 95.275 , Swiss , 11.6 , 0.0
Cheddar , 38.16 , 95.39999999999999 , Swiss , 22.68 , 0.0
Swiss , 10.06 , 95.57000000000001 , Swiss , 65.98 , 0.0
Cheddar , 38.73 , 96.82499999999999 , Wensleydale , 15.4 , 0.0
Cheddar , 38.79 , 96.975 , Swiss , 40.46 , 0.0
Wensleydale , 7.06 , 97.07499999999999 , Swiss , 17.25 , 0.0
Swiss , 10.27 , 97.565 , Wensleydale , 44.91 , 0.0
Swiss , 10.31 , 97.94500000000001 , Swiss , 22.39 , 0.0
Wensleydale , 7.15 , 98.3125 , Cheddar , 25.24 , 0.0
Cheddar , 39.37 , 98.425 , Wensleydale , 28.42 , 0.0
Wensleydale , 7.17 , 98.5875 , Swiss , 5.27 , 0.0
Swiss , 10.4 , 98.8 , Cheddar , 10.72 , 0.0
Wensleydale , 7.29 , 100.2375 , Cheddar , 17.3 , 0.0
Swiss , 10.56 , 100.32000000000001 , Swiss , 6.84 , 0.0
Cheddar , 40.16 , 100.39999999999999 , Wensleydale , 4.49 , 0.0
Cheddar , 40.48 , 101.19999999999999 , Cheddar , 8.92 , 0.0
Wensleydale , 7.37 , 101.3375 , Cheddar , 4.19 , 0.0
Swiss , 10.67 , 101.365 , Swiss , 17.04 , 0.0
Cheddar , 40.56 , 101.4 , Cheddar , 63.6 , 0.0
Swiss , 10.68 , 101.46 , Swiss , 67.04 , 0.0
Swiss , 10.69 , 101.55499999999999 , Swiss , 3.0 , 0.0
Cheddar , 40.76 , 101.89999999999999 , Cheddar , 16.89 , 0.0
Swiss , 10.76 , 102.22 , Swiss , 3.8 , 0.0
Cheddar , 41.24 , 103.10000000000001 , Cheddar , 1.19 , 0.0
Cheddar , 41.31 , 103.275 , Cheddar , 17.33 , 0.0
Cheddar , 41.42 , 103.55000000000001 , Wensleydale , 9.64 , 0.0
Swiss , 10.93 , 103.835 , Wensleydale , 35.65 , 0.0
Swiss , 11.02 , 104.69 , Wensleydale , 15.3 , 0.0
Cheddar , 41.99 , 104.97500000000001 , Cheddar , 1.0 , 0.0
Cheddar , 42.03 , 105.075 , Cheddar , 8.84 , 0.0
Cheddar , 42.04 , 105.1 , Wensleydale , 61.31 , 0.0
Cheddar , 42.08 , 105.19999999999999 , Cheddar , 21.55 , 0.0
Cheddar , 42.31 , 105.775 , Cheddar , 55.74 , 0.0
Swiss , 11.27 , 107.065 , Swiss , 4.81 , 0.0
Swiss , 11.33 , 107.635 , Swiss , 6.05 , 57.475
Swiss , 11.33 , 107.635 , Wensleydale , 75.03 , 1031.6625
Swiss , 11.34 , 107.73 , Wensleydale , 3.07 , 0.0
Wensleydale , 7.91 , 108.7625 , Cheddar , 35.62 , 0.0
Swiss , 11.51 , 109.345 , Cheddar , 16.94 , 0.0
Swiss , 11.54 , 109.63 , Wensleydale , 4.17 , 0.0
Cheddar , 43.86 , 109.65 , Wensleydale , 18.1 , 0.0
Cheddar , 44.19 , 110.475 , Wensleydale , 3.43 , 0.0
Cheddar , 44.26 , 110.64999999999999 , Cheddar , 4.37 , 0.0
Cheddar , 44.43 , 111.075 , Swiss , 70.84 , 0.0
Swiss , 11.73 , 111.435 , Cheddar , 47.1 , 0.0
Swiss , 11.73 , 111.435 , Wensleydale , 89.2 , 1226.5
Swiss , 11.74 , 111.53 , Wensleydale , 64.32 , 0.0
Swiss , 11.78 , 111.91 , Swiss , 32.13 , 0.0
Cheddar , 45.04 , 112.6 , Cheddar , 71.5 , 0.0
Cheddar , 45.12 , 112.8 , Cheddar , 1.11 , 0.0
Cheddar , 45.61 , 114.025 , Wensleydale , 21.15 , 290.8125
Cheddar , 45.61 , 114.025 , Wensleydale , 48.03 , 660.4125
Cheddar , 45.77 , 114.42500000000001 , Swiss , 32.14 , 0.0
Cheddar , 45.91 , 114.77499999999999 , Swiss , 1.17 , 0.0
Swiss , 12.16 , 115.52 , Cheddar , 43.33 , 0.0
Wensleydale , 8.43 , 115.9125 , Cheddar , 72.7 , 181.75
Wensleydale , 8.43 , 115.9125 , Wensleydale , 37.23 , 511.91249999999997
Wensleydale , 8.45 , 116.18749999999999 , Wensleydale , 2.42 , 0.0
Cheddar , 46.88 , 117.2 , Wensleydale , 86.84 , 0.0
Cheddar , 46.94 , 117.35 , Swiss , 19.79 , 0.0
Wensleydale , 8.54 , 117.42499999999998 , Swiss , 21.16 , 0.0
Cheddar , 47.23 , 118.07499999999999 , Swiss , 74.8 , 0.0
Cheddar , 47.69 , 119.225 , Wensleydale , 0.26 , 0.0
Swiss , 12.65 , 120.175 , Wensleydale , 48.05 , 0.0
Wensleydale , 8.77 , 120.58749999999999 , Cheddar , 0.39 , 0.0
Cheddar , 48.3 , 120.75 , Wensleydale , 23.57 , 0.0
Swiss , 12.82 , 121.79 , Wensleydale , 18.78 , 0.0
Wensleydale , 8.87 , 121.96249999999999 , Wensleydale , 62.77 , 0.0
Swiss , 12.85 , 122.075 , Cheddar , 23.55 , 0.0
Wensleydale , 8.96 , 123.20000000000002 , Swiss , 45.69 , 0.0
Cheddar , 49.63 , 124.075 , Cheddar , 55.78 , 0.0
Wensleydale , 9.03 , 124.1625 , Cheddar , 16.42 , 0.0
Swiss , 13.12 , 124.63999999999999 , Cheddar , 34.48 , 0.0
Cheddar , 50.01 , 125.02499999999999 , Cheddar , 0.71 , 0.0
Cheddar , 50.05 , 125.125 , Cheddar , 26.74 , 0.0
Swiss , 13.18 , 125.21 , Wensleydale , 5.81 , 0.0
Cheddar , 50.12 , 125.3 , Swiss , 6.97 , 0.0
Wensleydale , 9.13 , 125.53750000000001 , Swiss , 6.29 , 0.0
Cheddar , 50.3 , 125.75 , Swiss , 61.16 , 0.0
Cheddar , 50.41 , 126.02499999999999 , Swiss , 9.19 , 0.0
Swiss , 13.28 , 126.16 , Wensleydale , 1.14 , 0.0
Wensleydale , 9.18 , 126.225 , Wensleydale , 33.32 , 0.0
Swiss , 13.37 , 127.01499999999999 , Wensleydale , 37.41 , 0.0
Cheddar , 50.96 , 127.4 , Cheddar , 20.19 , 0.0
Swiss , 13.49 , 128.155 , Cheddar , 23.62 , 0.0
Cheddar , 51.33 , 128.325 , Wensleydale , 53.41 , 0.0
Cheddar , 51.76 , 129.4 , Cheddar , 18.65 , 0.0
Swiss , 13.63 , 129.485 , Wensleydale , 80.76 , 0.0
Cheddar , 52.01 , 130.025 , Swiss , 6.1 , 0.0
Swiss , 13.71 , 130.245 , Cheddar , 18.14 , 0.0
Wensleydale , 9.65 , 132.6875 , Wensleydale , 0.32 , 0.0
Cheddar , 53.16 , 132.89999999999998 , Cheddar , 49.95 , 0.0
Wensleydale , 9.67 , 132.9625 , Wensleydale , 6.3 , 86.625
Wensleydale , 9.67 , 132.9625 , Swiss , 30.44 , 289.18
Cheddar , 53.58 , 133.95 , Swiss , 12.21 , 0.0
Cheddar , 53.67 , 134.175 , Wensleydale , 76.73 , 0.0
Swiss , 14.13 , 134.235 , Wensleydale , 45.95 , 0.0
Cheddar , 53.81 , 134.525 , Wensleydale , 41.92 , 0.0
Swiss , 14.17 , 134.615 , Wensleydale , 21.35 , 0.0
Cheddar , 53.98 , 134.95 , Swiss , 4.2 , 0.0
Cheddar , 54.32 , 135.8 , Wensleydale , 6.8 , 0.0
Swiss , 14.32 , 136.04 , Swiss , 17.69 , 0.0
Swiss , 14.34 , 136.23 , Wensleydale , 57.08 , 0.0
Swiss , 14.37 , 136.515 , Swiss , 16.26 , 0.0
Cheddar , 54.66 , 136.64999999999998 , Wensleydale , 16.48 , 0.0
Swiss , 14.41 , 136.895 , Swiss , 53.24 , 0.0
Wensleydale , 9.96 , 136.95000000000002 , Cheddar , 7.59 , 0.0
Wensleydale , 9.97 , 137.0875 , Wensleydale , 16.91 , 0.0
Cheddar , 54.84 , 137.10000000000002 , Wensleydale , 2.77 , 0.0
Cheddar , 55.13 , 137.82500000000002 , Cheddar , 38.01 , 0.0
Wensleydale , 10.08 , 138.6 , Wensleydale , 24.72 , 0.0
Swiss , 14.59 , 138.605 , Wensleydale , 5.94 , 0.0
Wensleydale , 10.16 , 139.7 , Swiss , 14.76 , 0.0
Wensleydale , 10.17 , 139.8375 , Wensleydale , 25.39 , 0.0
Cheddar , 56.01 , 140.025 , Swiss , 12.96 , 0.0
Swiss , 14.87 , 141.265 , Wensleydale , 8.48 , 0.0
Cheddar , 56.89 , 142.225 , Wensleydale , 0.0 , 0.0
Wensleydale , 10.37 , 142.58749999999998 , Cheddar , 10.11 , 0.0
Cheddar , 57.1 , 142.75 , Wensleydale , 6.16 , 0.0
Cheddar , 57.18 , 142.95 , Wensleydale , 10.1 , 0.0
Cheddar , 57.22 , 143.05 , Swiss , 7.56 , 0.0
Wensleydale , 10.46 , 143.82500000000002 , Cheddar , 2.11 , 0.0
Cheddar , 57.78 , 144.45 , Swiss , 83.27 , 0.0
Swiss , 15.25 , 144.875 , Wensleydale , 32.98 , 0.0
Cheddar , 58.02 , 145.05 , Cheddar , 31.88 , 0.0
Cheddar , 58.38 , 145.95000000000002 , Cheddar , 6.54 , 0.0
Swiss , 15.43 , 146.585 , Wensleydale , 53.36 , 0.0
Wensleydale , 10.67 , 146.7125 , Cheddar , 2.11 , 0.0
Wensleydale , 10.69 , 146.98749999999998 , Swiss , 13.89 , 0.0
Swiss , 15.61 , 148.295 , Cheddar , 27.26 , 0.0
Swiss , 15.62 , 148.39 , Cheddar , 3.59 , 0.0
Swiss , 15.63 , 148.485 , Cheddar , 0.44 , 0.0
Cheddar , 59.4 , 148.5 , Wensleydale , 17.7 , 0.0
Swiss , 15.64 , 148.58 , Cheddar , 21.43 , 0.0
Cheddar , 59.54 , 148.85 , Cheddar , 9.95 , 0.0
Swiss , 15.7 , 149.15 , Wensleydale , 5.79 , 0.0
Wensleydale , 10.87 , 149.46249999999998 , Wensleydale , 38.97 , 0.0
Swiss , 15.76 , 149.72 , Cheddar , 23.7 , 0.0
Cheddar , 60.84 , 152.10000000000002 , Swiss , 19.33 , 0.0
Swiss , 16.05 , 152.475 , Swiss , 22.36 , 0.0
Cheddar , 61.17 , 152.925 , Wensleydale , 0.88 , 0.0
Swiss , 16.16 , 153.52 , Swiss , 19.91 , 0.0
Cheddar , 61.48 , 153.7 , Wensleydale , 12.99 , 0.0
Wensleydale , 11.22 , 154.275 , Cheddar , 15.47 , 0.0
Swiss , 16.3 , 154.85 , Cheddar , 12.2 , 0.0
Swiss , 16.31 , 154.945 , Cheddar , 5.39 , 0.0
Swiss , 16.36 , 155.42 , Cheddar , 55.23 , 0.0
Swiss , 16.36 , 155.42 , Cheddar , 22.04 , 55.099999999999994
Cheddar , 62.5 , 156.25 , Swiss , 33.87 , 0.0
Cheddar , 62.55 , 156.375 , Cheddar , 15.1 , 0.0
Cheddar , 62.59 , 156.47500000000002 , Swiss , 51.17 , 0.0
Cheddar , 62.92 , 157.3 , Wensleydale , 8.38 , 0.0
Wensleydale , 11.52 , 158.4 , Wensleydale , 86.11 , 0.0
Wensleydale , 11.58 , 159.225 , Swiss , 12.47 , 0.0
Cheddar , 63.71 , 159.275 , Cheddar , 72.43 , 0.0
Wensleydale , 11.6 , 159.5 , Wensleydale , 1.78 , 0.0
Swiss , 16.79 , 159.505 , Swiss , 1.54 , 0.0
Cheddar , 63.95 , 159.875 , Swiss , 0.0 , 0.0
Cheddar , 63.96 , 159.9 , Cheddar , 68.66 , 0.0
Swiss , 16.91 , 160.645 , Wensleydale , 43.08 , 0.0
Cheddar , 64.32 , 160.79999999999998 , Wensleydale , 62.08 , 0.0
Wensleydale , 11.74 , 161.425 , Cheddar , 6.22 , 0.0
Cheddar , 64.92 , 162.3 , Wensleydale , 22.91 , 0.0
Wensleydale , 11.81 , 162.38750000000002 , Cheddar , 22.48 , 0.0
Cheddar , 65.01 , 162.525 , Cheddar , 0.56 , 0.0
Wensleydale , 11.93 , 164.0375 , Wensleydale , 2.05 , 0.0
Swiss , 17.27 , 164.065 , Cheddar , 2.23 , 0.0
Swiss , 17.34 , 164.73 , Wensleydale , 2.41 , 0.0
Cheddar , 66.06 , 165.15 , Swiss , 1.84 , 0.0
Wensleydale , 12.03 , 165.4125 , Wensleydale , 26.79 , 0.0
Swiss , 17.42 , 165.49 , Cheddar , 9.33 , 0.0
Cheddar , 66.45 , 166.125 , Wensleydale , 12.64 , 0.0
Swiss , 17.6 , 167.20000000000002 , Wensleydale , 24.35 , 0.0
Cheddar , 67.04 , 167.60000000000002 , Wensleydale , 9.3 , 0.0
Cheddar , 67.21 , 168.02499999999998 , Wensleydale , 25.57 , 0.0
Swiss , 17.69 , 168.055 , Cheddar , 15.39 , 0.0
Cheddar , 67.3 , 168.25 , Swiss , 1.84 , 0.0
Cheddar , 67.43 , 168.57500000000002 , Wensleydale , 13.98 , 0.0
Swiss , 17.76 , 168.72000000000003 , Wensleydale , 26.05 , 0.0
Wensleydale , 12.28 , 168.85 , Wensleydale , 29.77 , 0.0
Cheddar , 67.73 , 169.32500000000002 , Wensleydale , 11.13 , 0.0
Cheddar , 67.91 , 169.77499999999998 , Swiss , 8.85 , 0.0
Wensleydale , 12.39 , 170.3625 , Wensleydale , 1.91 , 0.0
Swiss , 18.03 , 171.28500000000003 , Wensleydale , 26.36 , 0.0
Wensleydale , 12.47 , 171.4625 , Swiss , 48.07 , 0.0
Swiss , 18.1 , 171.95000000000002 , Cheddar , 14.21 , 0.0
Swiss , 18.11 , 172.045 , Wensleydale , 0.96 , 0.0
Cheddar , 69.47 , 173.675 , Wensleydale , 10.68 , 0.0
Swiss , 18.43 , 175.085 , Cheddar , 10.29 , 0.0
Cheddar , 70.05 , 175.125 , Wensleydale , 37.58 , 0.0
Swiss , 18.45 , 175.275 , Swiss , 48.05 , 0.0
Cheddar , 70.33 , 175.825 , Wensleydale , 8.33 , 0.0
Swiss , 18.52 , 175.94 , Cheddar , 56.27 , 0.0
Wensleydale , 12.82 , 176.275 , Swiss , 32.65 , 0.0
Cheddar , 70.79 , 176.97500000000002 , Cheddar , 27.85 , 0.0
Swiss , 18.66 , 177.27 , Swiss , 3.87 , 0.0
Wensleydale , 12.95 , 178.0625 , Swiss , 10.95 , 0.0
Swiss , 18.79 , 178.505 , Swiss , 30.13 , 0.0
Wensleydale , 13.1 , 180.125 , Cheddar , 45.89 , 0.0
Cheddar , 72.27 , 180.67499999999998 , Swiss , 3.85 , 0.0
Swiss , 19.17 , 182.115 , Wensleydale , 65.81 , 0.0
Swiss , 19.19 , 182.305 , Wensleydale , 16.99 , 0.0
Wensleydale , 13.29 , 182.73749999999998 , Wensleydale , 59.51 , 0.0
Wensleydale , 13.38 , 183.97500000000002 , Cheddar , 45.93 , 0.0
Wensleydale , 13.39 , 184.1125 , Wensleydale , 24.55 , 0.0
Wensleydale , 13.41 , 184.3875 , Swiss , 15.67 , 0.0
Wensleydale , 13.44 , 184.79999999999998 , Cheddar , 82.18 , 0.0
Swiss , 19.61 , 186.295 , Cheddar , 10.6 , 0.0
Swiss , 19.64 , 186.58 , Swiss , 45.81 , 0.0
Cheddar , 74.78 , 186.95 , Wensleydale , 27.25 , 0.0
Cheddar , 74.85 , 187.125 , Wensleydale , 15.91 , 0.0
Swiss , 19.83 , 188.385 , Cheddar , 4.85 , 0.0
Cheddar , 75.41 , 188.52499999999998 , Swiss , 5.89 , 0.0
Wensleydale , 13.73 , 188.7875 , Wensleydale , 3.29 , 0.0
Wensleydale , 13.76 , 189.2 , Wensleydale , 12.12 , 0.0
Wensleydale , 13.77 , 189.3375 , Swiss , 28.66 , 0.0
Cheddar , 76.2 , 190.5 , Swiss , 9.53 , 0.0
Swiss , 20.11 , 191.045 , Wensleydale , 41.62 , 0.0
Cheddar , 76.58 , 191.45 , Swiss , 19.74 , 0.0
Wensleydale , 13.93 , 191.5375 , Cheddar , 0.97 , 0.0
Swiss , 20.17 , 191.615 , Cheddar , 43.59 , 0.0
Wensleydale , 13.94 , 191.67499999999998 , Wensleydale , 0.28 , 0.0
Swiss , 20.22 , 192.08999999999997 , Cheddar , 13.91 , 0.0
Wensleydale , 14.06 , 193.32500000000002 , Wensleydale , 18.04 , 0.0
Cheddar , 77.4 , 193.5 , Cheddar , 29.29 , 0.0
Wensleydale , 14.32 , 196.9 , Swiss , 26.48 , 0.0
Cheddar , 78.93 , 197.32500000000002 , Swiss , 4.38 , 0.0
Cheddar , 79.01 , 197.525 , Swiss , 14.81 , 0.0
Swiss , 20.92 , 198.74 , Cheddar , 2.4 , 0.0
Swiss , 21.07 , 200.165 , Wensleydale , 28.83 , 0.0
Swiss , 21.11 , 200.545 , Cheddar , 49.33 , 0.0
Swiss , 21.26 , 201.97000000000003 , Swiss , 19.26 , 0.0
Swiss , 21.28 , 202.16000000000003 , Wensleydale , 22.03 , 0.0
Swiss , 21.61 , 205.295 , Wensleydale , 13.45 , 0.0
Wensleydale , 14.94 , 205.42499999999998 , Swiss , 13.72 , 0.0
Wensleydale , 15.04 , 206.79999999999998 , Cheddar , 3.75 , 0.0
Cheddar , 82.72 , 206.8 , Swiss , 0.26 , 0.0
Swiss , 21.84 , 207.48 , Swiss , 43.77 , 0.0
Wensleydale , 15.09 , 207.4875 , Swiss , 14.15 , 0.0
Swiss , 21.88 , 207.85999999999999 , Cheddar , 52.79 , 0.0
Cheddar , 83.66 , 209.14999999999998 , Swiss , 16.86 , 0.0
Swiss , 22.06 , 209.57 , Wensleydale , 34.34 , 0.0
Swiss , 22.22 , 211.08999999999997 , Wensleydale , 0.05 , 0.0
Swiss , 22.48 , 213.56 , Swiss , 17.88 , 0.0
Wensleydale , 15.56 , 213.95000000000002 , Cheddar , 0.31 , 0.0
Swiss , 22.64 , 215.08 , Cheddar , 38.51 , 0.0
Cheddar , 86.09 , 215.22500000000002 , Swiss , 10.11 , 0.0
Swiss , 23.02 , 218.69 , Cheddar , 83.93 , 0.0
Wensleydale , 15.92 , 218.9 , Cheddar , 19.48 , 0.0
Wensleydale , 16.05 , 220.6875 , Wensleydale , 26.95 , 0.0
Cheddar , 88.45 , 221.125 , Swiss , 15.51 , 0.0
Wensleydale , 16.13 , 221.7875 , Swiss , 17.7 , 0.0
Cheddar , 89.06 , 222.65 , Wensleydale , 20.99 , 0.0
Swiss , 23.44 , 222.68 , Cheddar , 37.4 , 0.0
Swiss , 23.45 , 222.775 , Swiss , 32.38 , 0.0
Swiss , 23.76 , 225.72000000000003 , Swiss , 31.33 , 0.0
Swiss , 23.89 , 226.955 , Cheddar , 5.97 , 0.0
Swiss , 23.98 , 227.81 , Cheddar , 40.92 , 0.0
Swiss , 24.07 , 228.665 , Wensleydale , 14.02 , 0.0
Wensleydale , 16.72 , 229.89999999999998 , Swiss , 0.06 , 0.0
Wensleydale , 16.76 , 230.45000000000002 , Cheddar , 7.54 , 0.0
Swiss , 24.32 , 231.04 , Wensleydale , 4.9 , 0.0
Swiss , 24.58 , 233.51 , Wensleydale , 52.6 , 0.0
Swiss , 24.62 , 233.89000000000001 , Wensleydale , 38.39 , 0.0
Swiss , 24.91 , 236.645 , Wensleydale , 28.88 , 0.0
Wensleydale , 17.24 , 237.04999999999998 , Cheddar , 2.12 , 0.0
Swiss , 25.09 , 238.355 , Wensleydale , 16.36 , 0.0
Wensleydale , 17.34 , 238.425 , Swiss , 18.8 , 0.0
Wensleydale , 17.36 , 238.7 , Wensleydale , 6.09 , 0.0
Swiss , 25.17 , 239.115 , Cheddar , 1.69 , 0.0
Wensleydale , 17.56 , 241.45 , Wensleydale , 16.39 , 0.0
Swiss , 25.48 , 242.06 , Swiss , 33.96 , 0.0
Swiss , 25.58 , 243.01 , Swiss , 1.05 , 0.0
Swiss , 25.8 , 245.1 , Wensleydale , 10.51 , 0.0
Swiss , 26.07 , 247.665 , Swiss , 63.87 , 0.0
Wensleydale , 18.06 , 248.325 , Cheddar , 37.6 , 0.0
Wensleydale , 18.24 , 250.79999999999998 , Wensleydale , 54.12 , 0.0
Swiss , 26.42 , 250.99 , Cheddar , 51.54 , 0.0
Swiss , 26.63 , 252.98499999999999 , Cheddar , 37.89 , 0.0
Swiss , 26.85 , 255.07500000000002 , Wensleydale , 49.09 , 0.0
Swiss , 26.86 , 255.17 , Wensleydale , 29.62 , 0.0
Swiss , 26.88 , 255.35999999999999 , Swiss , 7.9 , 0.0
Wensleydale , 18.76 , 257.95000000000005 , Wensleydale , 15.51 , 0.0
Swiss , 27.26 , 258.97 , Cheddar , 1.23 , 0.0
Wensleydale , 18.89 , 259.7375 , Cheddar , 23.22 , 0.0
Wensleydale , 18.96 , 260.7 , Cheddar , 36.6 , 0.0
Swiss , 27.55 , 261.725 , Cheddar , 0.02 , 0.0
Wensleydale , 19.06 , 262.075 , Swiss , 9.74 , 0.0
Wensleydale , 19.13 , 263.03749999999997 , Swiss , 43.39 , 0.0
Swiss , 27.69 , 263.055 , Wensleydale , 36.92 , 0.0
Wensleydale , 19.21 , 264.1375 , Wensleydale , 9.82 , 0.0
Swiss , 28.25 , 268.375 , Cheddar , 1.66 , 0.0
Wensleydale , 19.67 , 270.46250000000003 , Swiss , 3.47 , 0.0
Wensleydale , 19.83 , 272.66249999999997 , Cheddar , 33.5 , 0.0
Wensleydale , 19.89 , 273.4875 , Cheddar , 9.62 , 0.0
Swiss , 28.81 , 273.695 , Swiss , 33.45 , 0.0
Swiss , 28.81 , 273.695 , Cheddar , 0.17 , 0.42500000000000004
Swiss , 28.99 , 275.405 , Wensleydale , 12.78 , 0.0
Swiss , 29.04 , 275.88 , Cheddar , 21.32 , 0.0
Swiss , 29.12 , 276.64 , Wensleydale , 6.86 , 0.0
Swiss , 29.14 , 276.83 , Wensleydale , 13.51 , 0.0
Wensleydale , 20.19 , 277.6125 , Cheddar , 26.58 , 0.0
Wensleydale , 20.28 , 278.85 , Swiss , 0.62 , 0.0
Wensleydale , 20.63 , 283.66249999999997 , Wensleydale , 5.84 , 0.0
Swiss , 29.9 , 284.05 , Swiss , 3.74 , 0.0
Swiss , 30.03 , 285.285 , Wensleydale , 14.34 , 0.0
Swiss , 30.16 , 286.52 , Swiss , 21.93 , 0.0
Wensleydale , 20.85 , 286.6875 , Swiss , 1.28 , 0.0
Wensleydale , 20.86 , 286.825 , Wensleydale , 0.61 , 0.0
Swiss , 30.37 , 288.515 , Wensleydale , 19.04 , 0.0
Swiss , 30.49 , 289.655 , Wensleydale , 70.01 , 0.0
Wensleydale , 21.11 , 290.2625 , Cheddar , 43.89 , 0.0
Swiss , 30.6 , 290.7 , Swiss , 55.12 , 0.0
Wensleydale , 21.18 , 291.225 , Cheddar , 20.24 , 0.0
Swiss , 31.09 , 295.355 , Wensleydale , 5.76 , 0.0
Swiss , 31.11 , 295.545 , Swiss , 13.17 , 0.0
Swiss , 31.11 , 295.545 , Wensleydale , 3.6 , 49.5
Wensleydale , 21.6 , 297.0 , Swiss , 3.0 , 0.0
Swiss , 31.31 , 297.445 , Wensleydale , 18.64 , 0.0
